"Report Date","Client Id","Report time","Employee Id","Employee Full Name","Division","Home Phone","SSN","Hire Date","Term Date","Birth Date","Address","Employee Type","Active Status","City-State-Zip","Last Name","First Name Initial","Location","Department","Shift","Project","Pay Method","Pay Rate","Job Title"
"06/25/2018","243","22:29","P04648","ETHEL MERTZ L","","","578-90-1234","06/01/2005","09/10/2009","01/01/1950","1234 W 301ST","REG FT","T","OLATHE KS 66062","ETHEL","MERTZ L","1","ADMIN","","","HOURLY","15.0000","GRAPHIC ARTIST D1"
"06/25/2018","243","22:29","R04697","OROZCO OSCAR H","","702/736-1340","530-73-9485","03/01/2007","06/23/2007","10/24/1966","1409  E. RENO AVE. NO.A","REG PT","T","STUART FL 34997","OROZCO","OSCAR H","1","ADMIN","","","HOURLY","10.0000","CLERK"
"06/25/2018","243","22:29","R04721","RAYMOND JENKINS ","","713/888-5555","123-55-4563","06/23/2007","07/21/2007","07/01/1959","123 ELM","REG FT","T","RIVIERA BEACH FL 33407","RAYMOND","JENKINS ","1","ADMIN","","","SALARY","52000.00","THINKER"
"06/25/2018","243","22:29","R04745","GONZO LU ","","772/555-1212","123-45-6778","03/22/2008","07/16/2008","08/24/1967","111 W 67 TH STREET","REG PT","T","STUART FL 34997","GONZO","LU ","1","ADMIN","","","HOURLY","9.0000","GRAPHIC ARTIST D1"
"06/25/2018","243","22:29","W04726","GARDNER SOPHIA R","1","724/221-1456","123-56-9872","07/07/2007","01/01/2008","07/04/1959","124 LAKE LANE","REG PT","T","LAKE PARK FL 33410","GARDNER","SOPHIA R","1","ADMIN","","","HOURLY","9.0000","CLERK"
"06/25/2018","243","22:29","X04703","SERENSKY KAREN S","","386/233-9631","332-60-5786","05/12/2007","00/00/0000","04/28/1963","125 SILVER BEACH","REG FT","A","DAYTONA BEACH FL 32114","SERENSKY","KAREN S","1","ADMIN","","","HOURLY","27.4038","CLERK"
"06/25/2018","243","22:29","Y04728","TOOTSBURY PATTIE R","","724/122-1236","123-65-4125","07/07/2007","02/01/2008","07/04/1959","125 LAKE LANE","REG PT","T","STUART FL 34995","TOOTSBURY","PATTIE R","1","ADMIN","","","HOURLY","9.0000","CLERK"
"06/25/2018","243","22:29","Z04729","BARNES ELSA ","","999-999-9999","124-88-8888","07/14/2007","00/00/0000","07/24/1975","ADDRESS 1","REG FT","A","RIVIERA BEACH FL 33407","BARNES","ELSA ","1","ADMIN","","","HOURLY","8.5000","GRAPHIC ARTIST D1"
"06/25/2018","243","22:29","D04613","SMILEY JOANNE ","","904/555-8521","095-58-9589","01/30/2003","07/28/2007","04/05/1978","8900 JAX DR","REG FT","T","JACKSONVILLE FL 32225","SMILEY","JOANNE ","1","BENEFITS","","","HOURLY","18.0000","CLERK"
"06/25/2018","243","22:29","U04628","WILLIAMS JAMES A","","","126-98-1112","09/04/2002","01/03/2008","01/17/1954","2020 W. FLETCHER AVENUE","REG FT","T","WEST PALM BEACH FL 33407","WILLIAMS","JAMES A","1","BENEFITS","","","HOURLY","7.0000","CLERK"
"06/25/2018","243","22:29","U04748","SMITH LISA R","","770/804-8433","111-11-0000","04/01/2008","12/12/2008","02/02/1980","123 A STREET","REG FT","T","SOUTH FEDERAL FL 34997","SMITH","LISA R","3","BENEFITS","","","HOURLY","19.2308","OFFICE CLERK"
"06/25/2018","243","22:29","Y04680","FAUST JUSTINE ","","904/421-2955","375-26-5598","03/17/2007","06/23/2007","01/05/1999","6950 PHILLIPS","REG FT","T","JACKSONVILLE FL 32216","FAUST","JUSTINE ","1","BENEFITS","","","SALARY","39000.00","CLERK"
"06/25/2018","243","22:29","R04865","ED ED ","","   /   -    ","641-78-9878","01/07/2011","01/13/2011","01/01/1970","123 ED ST","REG FT","T","WEST PALM BEACH FL 33415","ED","ED ","3","FRONTOFFICE","","","HOURLY","10.0000","GRAPHIC ARTIST D1"
"06/25/2018","243","22:29","S04890","PRESCOTT BEN L","","   /   -    ","333-22-4444","01/01/2010","00/00/0000","11/02/1993","1234 MAIN STREET","REG FT","A","TAMPA FL 33625","PRESCOTT","BEN L","1","FRONTOFFICE","","","HOURLY","21.0000","OFFICE CLERK"
"06/25/2018","243","22:29","H04761","JESTER TESTER T","SALES","999/999-9999","515-15-1515","04/03/2009","00/00/0000","01/01/1970","123 TEST AVE","REG FT","A","WEST PALM BEACH FL 33415","JESTER","TESTER T","1","HR","","PAYROLL","SALARY","18720.00","OFFICE CLERK"
"06/25/2018","243","22:29","I04714","TAYLOR ANGIE T","1","619/555-1236","212-13-3211","06/09/2007","09/05/2011","02/14/1980","789 OCEAN WAVES","REG PT","T","STEWART FL 34995","TAYLOR","ANGIE T","1","HR","","","HOURLY","22.5000","OFFICE CLERK"
"06/25/2018","243","22:29","P04720","HARRIS TAMI ","1","772/555-4532","123-45-7896","06/23/2007","04/04/2008","08/02/1958","1450-137 MELROSE AVE","REG PT","T","FORT PIERCE FL 34952","HARRIS","TAMI ","1","HR","","","HOURLY","12.0000","CLERK"
"06/25/2018","243","22:29","H04689","JONES KIM A","1","772/555-8965","123-95-6578","04/07/2007","05/11/2007","01/05/1967","123 HOLLYWOOD AVE","REG FT","T","STUART FL 34997","JONES","KIM A","1","MANAGEMENT","","","HOURLY","10.0000","GRAPHIC ARTIST D1"
"06/25/2018","243","22:29","P04672","ARNETT GARY K","","561/123-4567","012-34-5678","04/30/2007","03/30/2011","07/04/1975","456 ELM STREET","REG PT","T","LAKE WORTH FL 33463","ARNETT","GARY K","1","MANAGEMENT","","","HOURLY","25.0000","GRAPHIC ARTIST D1"
"06/25/2018","243","22:29","P04888","DOE JOHN ","TRAIN","   /   -    ","557-55-5555","11/01/2011","00/00/0000","01/01/1970","123 ABC ST","REG FT","A","TAMPA FL 33634","DOE","JOHN ","3","MANAGEMENT","","OFFERS","SALARY","20000.00","LEAD"
"06/25/2018","243","22:29","V04749","SMITH LEE ","","678/111-1212","111-11-1234","03/29/2008","07/15/2008","02/08/1970","A STREET","REG FT","T","STUART FL 34997","SMITH","LEE ","1","MANAGEMENT","","","HOURLY","10.0000","THINKER"
"06/25/2018","243","22:29","X04679","KEMPER JANIS ","IDEA","","222-55-7894","04/19/2007","04/01/2008","08/01/1967","1028 MAIN STREET","REG FT","T","STUART FL 34997","KEMPER","JANIS ","1","MANAGEMENT","","NORTHSIDE","HOURLY","10.0000","CLERK"
"06/25/2018","243","22:29","E04710","HALL DANYA ","REST","619/253-4789","222-22-5555","06/02/2007","10/01/2010","07/08/1959","206 WEST 1ST AVENUE","REG PT","T","MANGONIA PARK FL 33407","HALL","DANYA ","1","MARKETING","","TEST","HOURLY","8.0000","OFFICE CLERK"
"06/25/2018","243","22:29","A04730","MILLER JOSEPH C","SALES","111-222-3333","222-33-4456","07/14/2007","04/28/2008","10/01/1970","123 TEST AVE","REG FT","T","WEST PALM BEACH FL 33417","MILLER","JOSEPH C","1","PAYROLL","","KITCHEN","HOURLY","14.0000","CLERK"
"06/25/2018","243","22:29","C04756","MITCHAX MISTER ","","772/555-1212","123-17-1717","07/01/2008","00/00/0000","04/27/1968","123 USA ST","REG FT","A","TAMPA FL 33609","MITCHAX","MISTER ","3","PAYROLL","","","HOURLY","10.0000","PRESIDENT"
"06/25/2018","243","22:29","E04734","VOSS MIRTHA ","","386-672-4550","707-18-4550","08/05/2006","09/01/2007","04/06/1967","404 S ALBANY AVE","REG PT","T","ASTOR FL 32102","VOSS","MIRTHA ","1","PAYROLL","","","HOURLY","11.5500","GRAPHIC ARTIST D1"
"06/25/2018","243","22:29","F04639","WALTER HILARY B","1","303-987-1727","524-63-6141","10/04/2004","01/11/2007","06/02/1986","13353 W. ALAMEDA PKWY","REG PT","T","STUART FL 34997","WALTER","HILARY B","1","PAYROLL","","","HOURLY","20.0000","CLERK"
"06/25/2018","243","22:29","G04856","JONES STAR ","TRAIN","561/123-4567","789-65-4123","07/08/2010","00/00/0000","01/01/1970","123 ANYWHERE LANE","REG PT","A","LAKE WORTH FL 33467","JONES","STAR ","1","PAYROLL","","PAYROLL","SALARY","57200.00","THINKER"
"06/25/2018","243","22:29","H04641","DOE JOSE A","1","404/989-6511","201-45-6789","07/01/2004","01/15/2006","12/02/1960","123 COLLIER ROAD","REG FT","T","STUART FL 34997","DOE","JOSE A","1","PAYROLL","","JOYCE","HOURLY","6.5000","CLERK"
"06/25/2018","243","22:29","K04596","FULLER RHONDA C","","772/555-9874","404-08-2901","10/22/2002","00/00/0000","10/28/1958","6965 49TH ST","REG FT","A","VERO BEACH FL 32967","FULLER","RHONDA C","1","PAYROLL","","R04601","SALARY","46800.00","GRAPHIC ARTIST D1"
"06/25/2018","243","22:29","K04692","LUND DAVID C","","561/586-6658","238-52-5698","05/02/2007","06/09/2007","06/08/1949","1201 S L ST","REG FT","T","GOLFVIEW FL 33406","LUND","DAVID C","1","PAYROLL","","","SALARY","26000.00","CLERK"
"06/25/2018","243","22:29","R04673","WATERS SAM ","1","","444-44-5565","01/01/2005","03/23/2007","07/13/1955","R4","REG FT","T","STUART FL 34997","WATERS","SAM ","1","PAYROLL","","","HOURLY","10.0000","GRAPHIC ARTIST D1"
"06/25/2018","243","22:29","Z04705","DICKSON JOHN R","","941-962-0000","001-01-0002","05/26/2007","06/01/2009","07/08/1965","111 DAVID DR","REG FT","T","KENSINGTON PARK FL 34236","DICKSON","JOHN R","1","PAYROLL","","","HOURLY","10.0000","THINKER"
"06/25/2018","243","22:29","D04565","THOMPSON NICOLE ","1","561/555-6644","556-88-7487","01/01/2002","00/00/0000","04/12/1976","123 MAIN STREET","REG FT","A","RIVIERA BEACH FL 33407","THOMPSON","NICOLE ","3","PROD","","SUPER-BOWL","HOURLY","23.0000","CLERK"
"06/25/2018","243","22:29","T04723","GABRIELLE TRACY ","","772/555-1475","123-55-6789","06/30/2007","10/15/2007","06/19/1968","968 ZOBRA STREET","REG PT","T","SOUTH FEDERAL FL 34997","GABRIELLE","TRACY ","1","PROD","","","HOURLY","9.0000","CLERK"
"06/25/2018","243","22:29","C04732","WEISE ALLEN ","SALES","941/555-2514","123-12-1234","07/21/2007","00/00/0000","01/01/1955","1234 OAK","REG FT","A","SARASOTA FL 34231","WEISE","ALLEN ","1","SALES","","","HOURLY","14.4230","GRAPHIC ARTIST D1"
"06/25/2018","243","22:29","D04685","STEVENS GEORGE ","","904/592-4332","255-33-8989","03/31/2007","07/07/2007","03/25/1968","747-2 PARK AVE","REG FT","T","ORANGE PARK FL 32073","STEVENS","GEORGE ","1","SALES","","","HOURLY","15.0000","PRESIDENT"
"06/25/2018","243","22:29","G04688","JOHNSON YVONNE ","","813/514-2222","581-52-3516","04/07/2007","04/27/2007","04/30/1963","5100 W KENNEDY BLVD","REG FT","T","TAMPA FL 33609","JOHNSON","YVONNE ","1","SALES","","","HOURLY","8.0000","CLERK"
"06/25/2018","243","22:29","L04645","HILL JOSE ","SALES","772/555-1212","568-98-4513","03/01/2005","00/00/0000","01/01/1975","123 FIRST ST.","REG PT","A","SARASOTA FL 19145","HILL","JOSE ","1","SALES","","SUPER-BOWL","HOURLY","50.4808","WAIT STAFF"
"06/25/2018","243","22:29","N04695","MILLER ROBERT ","SALES","561/478-4521","123-45-6666","04/21/2007","05/11/2007","07/11/1980","1 ELM ST","REG FT","T","JUPITER FL 33458","MILLER","ROBERT ","1","SALES","","","SALARY","35000.00","THINKER"
"06/25/2018","243","22:29","N04863","DOE JANE T","SALES","   /   -    ","201-88-4561","10/19/2010","00/00/0000","01/01/1970","123 TEST RD","REG FT","A","WEST PALM BEACH FL 33415","DOE","JANE T","1","SALES","","PAYROLL","SALARY","39000.00","CASHIER"
"06/25/2018","243","22:29","S04650","COE LUCY F","SALES","561/123-4567","959-99-6759","12/06/2005","00/00/0000","01/01/1980","125 STAR ISLAND","REG FT","A","WEST PALM BEACH FL 33413","COE","LUCY F","1","SALES","","MAINT","HOURLY","11.0000","THINKER"
"06/25/2018","243","22:29","T04699","SEAU JUNIOR ","","772/584-1569","555-44-2222","05/01/2007","06/02/2007","12/25/1971","853 ARIZONA ST","REG FT","T","STUART FL 34997","SEAU","JUNIOR ","1","SALES","","","HOURLY","25.0000","THINKER"
"06/25/2018","243","22:29","V04725","LOVELESS CINDY ","","772/555-4754","123-55-6794","06/30/2007","09/21/2007","08/19/1968","3497 MAIN STREET","REG PT","T","SOUTH FEDERAL FL 34997","LOVELESS","CINDY ","1","SALES","","","HOURLY","10.0100","OFFICE CLERK"
"06/25/2018","243","22:29","P04744","ALVAREZ ANA M","","772/555-1212","638-78-0344","03/22/2008","02/21/2011","03/02/1970","5218 RUSSELVILLE","REG PT","T","HOUSTON TX 77048","ALVAREZ","ANA M","1","SHIP","","","HOURLY","15.0000","CLERK"
"06/25/2018","243","22:29","Z04753","BROOKS BOB ","","561/736-9185","555-23-2565","02/10/2010","05/24/2011","07/11/1990","123 MAIN STREET","REG FT","T","JUPITER FL 33458","BROOKS","BOB ","1","SHIP","","530","SALARY","47840.00","THINKER"
